1,北海道,303
2,青森,302
3,岩手,301
4,宮城,302
5,秋田,305
6,山形,304
7,福島,371
8,茨城,312
9,栃木,302
10,群馬,301
11,埼玉,302
12,千葉,301
13,東京,302
14,神奈川,301
15,山梨,307
16,長野,301
17,新潟,302
18,富山,301
19,石川,301
20,福井,301
21,静岡,301
22,愛知,304
23,三重,301
24,岐阜,301
25,滋賀,302
26,京都,302
27,大阪,301
28,兵庫,301
29,奈良,301
30,和歌山,305
31,鳥取,301
32,島根,302
33,岡山,302
34,広島,393
35,山口,302
36,香川,301
37,徳島,302
38,愛媛,301
39,高知,301
40,福岡,302
41,佐賀,302
42,長崎,301
43,熊本,314
44,大分,302
45,宮崎,301
46,鹿児島,302
47,沖縄,303
